;alpha_KS_Matrix7-3sub;
Wavenumbers [1/cm];Absorbance;
4264,5289;-0,00462132;
4264,2878;-0,004597982;
4264,0467;-0,00464462;
4263,8056;-0,004755762;
4263,5645;-0,004807011;
4263,3234;-0,004789632;
4263,0823;-0,004789826;
4262,8411;-0,004794758;
4262,6000;-0,004786051;
4262,3589;-0,00478303;
4262,1178;-0,004782322;
4261,8767;-0,004775823;
4261,6356;-0,004757279;
4261,3945;-0,004719564;
4261,1534;-0,004680865;
4260,9123;-0,004665698;
4260,6711;-0,004650756;
4260,4300;-0,004659728;
4260,1889;-0,00474778;
4259,9478;-0,004841183;
4259,7067;-0,004828551;
4259,4656;-0,004737571;
4259,2245;-0,004670756;
4258,9834;-0,00466091;
4258,7423;-0,004709196;
4258,5011;-0,004772313;
4258,2600;-0,004759261;
4258,0189;-0,004724511;
4257,7778;-0,004770186;
4257,5367;-0,004834802;
4257,2956;-0,004850299;
4257,0545;-0,004862412;
4256,8134;-0,004860165;
4256,5723;-0,00474106;
4256,3311;-0,004549262;
4256,0900;-0,004517359;
4255,8489;-0,004700776;
4255,6078;-0,004852298;
4255,3667;-0,00484673;
4255,1256;-0,004805;
4254,8845;-0,00483233;
4254,6434;-0,004902567;
4254,4023;-0,004894807;
4254,1611;-0,0048123;
4253,9200;-0,004781558;
4253,6789;-0,004821282;
4253,4378;-0,004864607;
4253,1967;-0,004886888;
4252,9556;-0,004936238;
4252,7145;-0,005045659;
4252,4734;-0,00515167;
4252,2323;-0,005146589;
4251,9911;-0,005047581;
4251,7500;-0,004987975;
4251,5089;-0,004941381;
4251,2678;-0,004825346;
4251,0267;-0,004747069;
4250,7856;-0,004735885;
4250,5445;-0,004711483;
4250,3034;-0,004773813;
4250,0623;-0,004932142;
4249,8212;-0,004977271;
4249,5800;-0,004886884;
4249,3389;-0,00481193;
4249,0978;-0,004821835;
4248,8567;-0,004869639;
4248,6156;-0,004893539;
4248,3745;-0,004885635;
4248,1334;-0,004813101;
4247,8923;-0,004702029;
4247,6512;-0,00467654;
4247,4100;-0,004748892;
4247,1689;-0,004819563;
4246,9278;-0,004864203;
4246,6867;-0,004900753;
4246,4456;-0,004850742;
4246,2045;-0,004722374;
4245,9634;-0,00470763;
4245,7223;-0,004806424;
4245,4812;-0,004843428;
4245,2400;-0,004865765;
4244,9989;-0,004956476;
4244,7578;-0,0050076;
4244,5167;-0,004973189;
4244,2756;-0,004920647;
4244,0345;-0,004888947;
4243,7934;-0,004894696;
4243,5523;-0,004951714;
4243,3112;-0,005024475;
4243,0700;-0,005026437;
4242,8289;-0,004970657;
4242,5878;-0,004951014;
4242,3467;-0,004955855;
4242,1056;-0,004946382;
4241,8645;-0,004983157;
4241,6234;-0,005066332;
4241,3823;-0,005072874;
4241,1412;-0,005000706;
4240,9000;-0,004965547;
4240,6589;-0,004966769;
4240,4178;-0,004956277;
4240,1767;-0,004972335;
4239,9356;-0,005014831;
4239,6945;-0,004987054;
4239,4534;-0,004907609;
4239,2123;-0,004917182;
4238,9712;-0,004999966;
4238,7300;-0,005033937;
4238,4889;-0,005010043;
4238,2478;-0,004988314;
4238,0067;-0,00500106;
4237,7656;-0,00502771;
4237,5245;-0,005017084;
4237,2834;-0,004967337;
4237,0423;-0,004938771;
4236,8012;-0,004971214;
4236,5601;-0,00500542;
4236,3189;-0,004944684;
4236,0778;-0,004837193;
4235,8367;-0,004830945;
4235,5956;-0,004923797;
4235,3545;-0,004977561;
4235,1134;-0,004965181;
4234,8723;-0,004984839;
4234,6312;-0,005048674;
4234,3901;-0,005070196;
4234,1489;-0,005019303;
4233,9078;-0,004956389;
4233,6667;-0,004966042;
4233,4256;-0,005049154;
4233,1845;-0,00510742;
4232,9434;-0,005082728;
4232,7023;-0,005026006;
4232,4612;-0,004997377;
4232,2201;-0,004991289;
4231,9789;-0,004990731;
4231,7378;-0,004993262;
4231,4967;-0,004997527;
4231,2556;-0,005011945;
4231,0145;-0,005056416;
4230,7734;-0,005122811;
4230,5323;-0,005146912;
4230,2912;-0,005117871;
4230,0501;-0,00508897;
4229,8089;-0,005050104;
4229,5678;-0,004979789;
4229,3267;-0,004926137;
4229,0856;-0,004956499;
4228,8445;-0,005050081;
4228,6034;-0,005075819;
4228,3623;-0,005022799;
4228,1212;-0,005013033;
4227,8801;-0,005035104;
4227,6389;-0,005024919;
4227,3978;-0,005017382;
4227,1567;-0,005007437;
4226,9156;-0,004991778;
4226,6745;-0,005065283;
4226,4334;-0,005210944;
4226,1923;-0,00526611;
4225,9512;-0,005194939;
4225,7101;-0,005117026;
4225,4689;-0,005103006;
4225,2278;-0,005128375;
4224,9867;-0,005154811;
4224,7456;-0,005172928;
4224,5045;-0,005181804;
4224,2634;-0,005156994;
4224,0223;-0,005109111;
4223,7812;-0,005095437;
4223,5401;-0,005121214;
4223,2989;-0,00514213;
4223,0578;-0,005142258;
4222,8167;-0,005161642;
4222,5756;-0,005216617;
4222,3345;-0,005246519;
4222,0934;-0,005222188;
4221,8523;-0,005189993;
4221,6112;-0,005184653;
4221,3701;-0,00518855;
4221,1290;-0,005193888;
4220,8878;-0,005224548;
4220,6467;-0,005258244;
4220,4056;-0,005266529;
4220,1645;-0,005266014;
4219,9234;-0,005266583;
4219,6823;-0,005289445;
4219,4412;-0,005317654;
4219,2001;-0,005264954;
4218,9590;-0,005149979;
4218,7178;-0,005085499;
4218,4767;-0,005090994;
4218,2356;-0,00512705;
4217,9945;-0,005181815;
4217,7534;-0,005212448;
4217,5123;-0,005185624;
4217,2712;-0,005170305;
4217,0301;-0,005223387;
4216,7890;-0,005285066;
4216,5478;-0,005284283;
4216,3067;-0,00524502;
4216,0656;-0,005234632;
4215,8245;-0,005234926;
4215,5834;-0,005202319;
4215,3423;-0,005195621;
4215,1012;-0,005254474;
4214,8601;-0,005308469;
4214,6190;-0,005305347;
4214,3778;-0,005281994;
4214,1367;-0,005289217;
4213,8956;-0,00532085;
4213,6545;-0,005330608;
4213,4134;-0,005277149;
4213,1723;-0,005183355;
4212,9312;-0,005110815;
4212,6901;-0,005084706;
4212,4490;-0,005135151;
4212,2078;-0,005231013;
4211,9667;-0,005240591;
4211,7256;-0,005174886;
4211,4845;-0,005194319;
4211,2434;-0,005294549;
4211,0023;-0,005318407;
4210,7612;-0,005230981;
4210,5201;-0,005139333;
4210,2790;-0,005122743;
4210,0378;-0,0051598;
4209,7967;-0,005209426;
4209,5556;-0,005284168;
4209,3145;-0,005349532;
4209,0734;-0,005349626;
4208,8323;-0,005341344;
4208,5912;-0,00538566;
4208,3501;-0,005457313;
4208,1090;-0,005491727;
4207,8679;-0,005435549;
4207,6267;-0,005349471;
4207,3856;-0,005334111;
4207,1445;-0,005375241;
4206,9034;-0,005413088;
4206,6623;-0,005406102;
4206,4212;-0,005350135;
4206,1801;-0,005303271;
4205,9390;-0,005299468;
4205,6979;-0,005325788;
4205,4567;-0,005361826;
4205,2156;-0,005361612;
4204,9745;-0,005316203;
4204,7334;-0,00527945;
4204,4923;-0,00527757;
4204,2512;-0,005299659;
4204,0101;-0,005294641;
4203,7690;-0,005230197;
4203,5279;-0,005191497;
4203,2867;-0,005223745;
4203,0456;-0,005244113;
4202,8045;-0,005245713;
4202,5634;-0,005269904;
4202,3223;-0,005279618;
4202,0812;-0,005303477;
4201,8401;-0,005388436;
4201,5990;-0,005462069;
4201,3579;-0,005474091;
4201,1167;-0,005444077;
4200,8756;-0,005403094;
4200,6345;-0,005394222;
4200,3934;-0,005427749;
4200,1523;-0,005481714;
4199,9112;-0,005529209;
4199,6701;-0,005530022;
4199,4290;-0,005479159;
4199,1879;-0,005433477;
4198,9467;-0,005416948;
4198,7056;-0,005409265;
4198,4645;-0,005414913;
4198,2234;-0,005435035;
4197,9823;-0,00544762;
4197,7412;-0,005462669;
4197,5001;-0,005492705;
4197,2590;-0,005511603;
4197,0179;-0,005522214;
4196,7767;-0,005543062;
4196,5356;-0,005538399;
4196,2945;-0,005476407;
4196,0534;-0,005393415;
4195,8123;-0,005369466;
4195,5712;-0,005430651;
4195,3301;-0,005513228;
4195,0890;-0,005554955;
4194,8479;-0,005531919;
4194,6067;-0,005461849;
4194,3656;-0,005411903;
4194,1245;-0,005425207;
4193,8834;-0,005460068;
4193,6423;-0,005443245;
4193,4012;-0,0053774;
4193,1601;-0,005335616;
4192,9190;-0,0053398;
4192,6779;-0,005367129;
4192,4368;-0,005423461;
4192,1956;-0,005469016;
4191,9545;-0,005447625;
4191,7134;-0,005418115;
4191,4723;-0,0054487;
4191,2312;-0,005505094;
4190,9901;-0,005522327;
4190,7490;-0,0054904;
4190,5079;-0,005453408;
4190,2668;-0,005423095;
4190,0256;-0,005395389;
4189,7845;-0,005413053;
4189,5434;-0,005485194;
4189,3023;-0,005546528;
4189,0612;-0,005558813;
4188,8201;-0,005560311;
4188,5790;-0,00558119;
4188,3379;-0,005610877;
4188,0968;-0,005645339;
4187,8556;-0,005648085;
4187,6145;-0,005569372;
4187,3734;-0,005487366;
4187,1323;-0,005483027;
4186,8912;-0,005468422;
4186,6501;-0,005397745;
4186,4090;-0,005372848;
4186,1679;-0,005427999;
4185,9268;-0,005489731;
4185,6856;-0,005510594;
4185,4445;-0,005500401;
4185,2034;-0,00548176;
4184,9623;-0,005456747;
4184,7212;-0,005428023;
4184,4801;-0,005420206;
4184,2390;-0,005449964;
4183,9979;-0,005486414;
4183,7568;-0,005481532;
4183,5156;-0,005478906;
4183,2745;-0,005558645;
4183,0334;-0,005660044;
4182,7923;-0,00568317;
4182,5512;-0,005661534;
4182,3101;-0,005656495;
4182,0690;-0,005659043;
4181,8279;-0,005636989;
4181,5868;-0,005592361;
4181,3456;-0,005577896;
4181,1045;-0,005600214;
4180,8634;-0,005602475;
4180,6223;-0,005579774;
4180,3812;-0,005532932;
4180,1401;-0,005453378;
4179,8990;-0,005436999;
4179,6579;-0,005550376;
4179,4168;-0,005686988;
4179,1757;-0,00572772;
4178,9345;-0,005675367;
4178,6934;-0,005602985;
4178,4523;-0,00557451;
4178,2112;-0,005610734;
4177,9701;-0,005662935;
4177,7290;-0,005673965;
4177,4879;-0,005669973;
4177,2468;-0,005673046;
4177,0057;-0,00564676;
4176,7645;-0,005592284;
4176,5234;-0,00555742;
4176,2823;-0,005559418;
4176,0412;-0,005578641;
4175,8001;-0,005589644;
4175,5590;-0,005560497;
4175,3179;-0,005499374;
4175,0768;-0,005466332;
4174,8357;-0,00549943;
4174,5945;-0,005578593;
4174,3534;-0,005642266;
4174,1123;-0,005670219;
4173,8712;-0,005683565;
4173,6301;-0,005650207;
4173,3890;-0,005564275;
4173,1479;-0,005499889;
4172,9068;-0,005496425;
4172,6657;-0,005535264;
4172,4245;-0,005583681;
4172,1834;-0,005604661;
4171,9423;-0,005588841;
4171,7012;-0,005565198;
4171,4601;-0,005563229;
4171,2190;-0,00560071;
4170,9779;-0,005653926;
4170,7368;-0,005665232;
4170,4957;-0,005649029;
4170,2545;-0,00565285;
4170,0134;-0,005654835;
4169,7723;-0,005645405;
4169,5312;-0,005662638;
4169,2901;-0,005706281;
4169,0490;-0,005738407;
4168,8079;-0,005752834;
4168,5668;-0,005756889;
4168,3257;-0,005720269;
4168,0845;-0,005678893;
4167,8434;-0,005722041;
4167,6023;-0,005800794;
4167,3612;-0,005817651;
4167,1201;-0,005793801;
4166,8790;-0,005794073;
4166,6379;-0,005829813;
4166,3968;-0,005842866;
4166,1557;-0,005808142;
4165,9145;-0,005770922;
4165,6734;-0,005727259;
4165,4323;-0,00568181;
4165,1912;-0,00569553;
4164,9501;-0,005758123;
4164,7090;-0,005806441;
4164,4679;-0,005795123;
4164,2268;-0,0057211;
4163,9857;-0,005655755;
4163,7446;-0,005655059;
4163,5034;-0,005676035;
4163,2623;-0,005651557;
4163,0212;-0,005606232;
4162,7801;-0,005617805;
4162,5390;-0,005677702;
4162,2979;-0,005721052;
4162,0568;-0,005740261;
4161,8157;-0,005756599;
4161,5746;-0,005759018;
4161,3334;-0,005736502;
4161,0923;-0,005728038;
4160,8512;-0,005774364;
4160,6101;-0,005849268;
4160,3690;-0,005892763;
4160,1279;-0,005863665;
4159,8868;-0,005783473;
4159,6457;-0,005748708;
4159,4046;-0,005771969;
4159,1634;-0,005774259;
4158,9223;-0,005765769;
4158,6812;-0,005779252;
4158,4401;-0,005796906;
4158,1990;-0,005821459;
4157,9579;-0,005850635;
4157,7168;-0,005869139;
4157,4757;-0,005868;
4157,2346;-0,005842295;
4156,9934;-0,005809413;
4156,7523;-0,005782608;
4156,5112;-0,00578216;
4156,2701;-0,005843475;
4156,0290;-0,00591829;
4155,7879;-0,005926936;
4155,5468;-0,005884163;
4155,3057;-0,005832584;
4155,0646;-0,005810977;
4154,8234;-0,005832329;
4154,5823;-0,005858568;
4154,3412;-0,005891504;
4154,1001;-0,005909287;
4153,8590;-0,005851553;
4153,6179;-0,005781993;
4153,3768;-0,005796226;
4153,1357;-0,005873341;
4152,8946;-0,005933643;
4152,6534;-0,005915162;
4152,4123;-0,005843461;
4152,1712;-0,005826949;
4151,9301;-0,005893606;
4151,6890;-0,005919908;
4151,4479;-0,005845363;
4151,2068;-0,005782817;
4150,9657;-0,005793226;
4150,7246;-0,005801686;
4150,4835;-0,005781609;
4150,2423;-0,005751752;
4150,0012;-0,005707419;
4149,7601;-0,005705045;
4149,5190;-0,005779603;
4149,2779;-0,005865151;
4149,0368;-0,005902623;
4148,7957;-0,005868372;
4148,5546;-0,005798304;
4148,3135;-0,005767558;
4148,0723;-0,005785193;
4147,8312;-0,005819233;
4147,5901;-0,005873078;
4147,3490;-0,005928468;
4147,1079;-0,005909557;
4146,8668;-0,005846806;
4146,6257;-0,005843163;
4146,3846;-0,005865349;
4146,1435;-0,005840665;
4145,9023;-0,005836188;
4145,6612;-0,005922129;
4145,4201;-0,005997;
4145,1790;-0,005985925;
4144,9379;-0,005966484;
4144,6968;-0,005962208;
4144,4557;-0,005952741;
4144,2146;-0,005949778;
4143,9735;-0,005936602;
4143,7323;-0,005918973;
4143,4912;-0,00591661;
4143,2501;-0,005916686;
4143,0090;-0,005939326;
4142,7679;-0,005986311;
4142,5268;-0,005981368;
4142,2857;-0,005909232;
4142,0446;-0,005853006;
4141,8035;-0,005860833;
4141,5623;-0,005904833;
4141,3212;-0,005951109;
4141,0801;-0,00597339;
4140,8390;-0,005952521;
4140,5979;-0,005936609;
4140,3568;-0,005949265;
4140,1157;-0,005921024;
4139,8746;-0,00584463;
4139,6335;-0,005798796;
4139,3923;-0,005838078;
4139,1512;-0,005939468;
4138,9101;-0,006022558;
4138,6690;-0,006047887;
4138,4279;-0,006035476;
4138,1868;-0,00601262;
4137,9457;-0,005988567;
4137,7046;-0,005973663;
4137,4635;-0,006000656;
4137,2223;-0,006056613;
4136,9812;-0,006062465;
4136,7401;-0,006003332;
4136,4990;-0,005955061;
4136,2579;-0,005954904;
4136,0168;-0,005982282;
4135,7757;-0,006010216;
4135,5346;-0,006028453;
4135,2935;-0,00604606;
4135,0524;-0,006058542;
4134,8112;-0,006069642;
4134,5701;-0,006059904;
4134,3290;-0,005984455;
4134,0879;-0,005904137;
4133,8468;-0,005888042;
4133,6057;-0,005908054;
4133,3646;-0,005950595;
4133,1235;-0,006003952;
4132,8824;-0,006038506;
4132,6412;-0,006059834;
4132,4001;-0,006065903;
4132,1590;-0,006045871;
4131,9179;-0,006025532;
4131,6768;-0,006015032;
4131,4357;-0,006011005;
4131,1946;-0,006024866;
4130,9535;-0,006028853;
4130,7124;-0,00600104;
4130,4712;-0,005981831;
4130,2301;-0,006004398;
4129,9890;-0,006055652;
4129,7479;-0,006088965;
4129,5068;-0,006087378;
4129,2657;-0,006080038;
4129,0246;-0,006082932;
4128,7835;-0,006091543;
4128,5424;-0,006110076;
4128,3012;-0,006137016;
4128,0601;-0,006124142;
4127,8190;-0,006061614;
4127,5779;-0,006043463;
4127,3368;-0,006082223;
4127,0957;-0,006097269;
4126,8546;-0,006096253;
4126,6135;-0,006099945;
4126,3724;-0,006090733;
4126,1312;-0,00609875;
4125,8901;-0,006138972;
4125,6490;-0,0061922;
4125,4079;-0,006241607;
4125,1668;-0,006251235;
4124,9257;-0,006234962;
4124,6846;-0,006220908;
4124,4435;-0,006179298;
4124,2024;-0,006132015;
4123,9612;-0,006137942;
4123,7201;-0,006171984;
4123,4790;-0,006181573;
4123,2379;-0,006161179;
4122,9968;-0,006138049;
4122,7557;-0,006137137;
4122,5146;-0,006163397;
4122,2735;-0,006196043;
4122,0324;-0,006175957;
4121,7913;-0,006108629;
4121,5501;-0,006115278;
4121,3090;-0,006217308;
4121,0679;-0,006291123;
4120,8268;-0,006301222;
4120,5857;-0,006303394;
4120,3446;-0,006291492;
4120,1035;-0,006269118;
4119,8624;-0,006288133;
4119,6213;-0,006302991;
4119,3801;-0,006264199;
4119,1390;-0,006235018;
4118,8979;-0,006246254;
4118,6568;-0,006259244;
4118,4157;-0,006242379;
4118,1746;-0,006200835;
4117,9335;-0,006170778;
4117,6924;-0,006172942;
4117,4513;-0,006189619;
4117,2101;-0,00619706;
4116,9690;-0,006196321;
4116,7279;-0,006196156;
4116,4868;-0,00620021;
4116,2457;-0,006235494;
4116,0046;-0,006308704;
4115,7635;-0,006356724;
4115,5224;-0,006341247;
4115,2813;-0,006315676;
4115,0401;-0,006303106;
4114,7990;-0,006288843;
4114,5579;-0,006321085;
4114,3168;-0,006396137;
4114,0757;-0,006420588;
4113,8346;-0,006363776;
4113,5935;-0,006283185;
4113,3524;-0,006267471;
4113,1113;-0,006339237;
4112,8701;-0,006397366;
4112,6290;-0,006366448;
4112,3879;-0,00631789;
4112,1468;-0,00634697;
4111,9057;-0,00642627;
4111,6646;-0,006473168;
4111,4235;-0,006483469;
4111,1824;-0,00650571;
4110,9413;-0,006521922;
4110,7001;-0,006471951;
4110,4590;-0,00639943;
4110,2179;-0,006372847;
4109,9768;-0,006382981;
4109,7357;-0,006428231;
4109,4946;-0,006471379;
4109,2535;-0,006459078;
4109,0124;-0,006413893;
4108,7713;-0,006377507;
4108,5301;-0,006387567;
4108,2890;-0,006420165;
4108,0479;-0,006441908;
4107,8068;-0,006489921;
4107,5657;-0,006519794;
4107,3246;-0,006480928;
4107,0835;-0,00644963;
4106,8424;-0,006452812;
4106,6013;-0,00644057;
4106,3602;-0,006409994;
4106,1190;-0,006392141;
4105,8779;-0,006409829;
4105,6368;-0,006448454;
4105,3957;-0,006472032;
4105,1546;-0,006480508;
4104,9135;-0,006491113;
4104,6724;-0,00650103;
4104,4313;-0,006494735;
4104,1902;-0,006471397;
4103,9490;-0,006477267;
4103,7079;-0,006535866;
4103,4668;-0,00658142;
4103,2257;-0,00654939;
4102,9846;-0,006485779;
4102,7435;-0,006489563;
4102,5024;-0,006539058;
4102,2613;-0,006535396;
4102,0202;-0,006477326;
4101,7790;-0,006439622;
4101,5379;-0,006466657;
4101,2968;-0,006522766;
4101,0557;-0,006560791;
4100,8146;-0,006585863;
4100,5735;-0,006601088;
4100,3324;-0,006610759;
4100,0913;-0,006609094;
4099,8502;-0,006576148;
4099,6090;-0,006557569;
4099,3679;-0,006587121;
4099,1268;-0,006618255;
4098,8857;-0,006625987;
4098,6446;-0,006628373;
4098,4035;-0,00665201;
4098,1624;-0,006682841;
4097,9213;-0,006656308;
4097,6802;-0,006594952;
4097,4390;-0,006609125;
4097,1979;-0,006695849;
4096,9568;-0,006737919;
4096,7157;-0,00668831;
4096,4746;-0,006622298;
4096,2335;-0,006614344;
4095,9924;-0,006630789;
4095,7513;-0,006631444;
4095,5102;-0,006648226;
4095,2690;-0,006683965;
4095,0279;-0,006725388;
4094,7868;-0,00675627;
4094,5457;-0,006744642;
4094,3046;-0,00671984;
4094,0635;-0,006711623;
4093,8224;-0,006706827;
4093,5813;-0,00671055;
4093,3402;-0,006728172;
4093,0991;-0,006754635;
4092,8579;-0,006768563;
4092,6168;-0,006755308;
4092,3757;-0,006759289;
4092,1346;-0,006791434;
4091,8935;-0,006779835;
4091,6524;-0,006717732;
4091,4113;-0,006691486;
4091,1702;-0,006737066;
4090,9291;-0,006788497;
4090,6879;-0,006764738;
4090,4468;-0,006710334;
4090,2057;-0,00674257;
4089,9646;-0,006843379;
4089,7235;-0,006896979;
4089,4824;-0,006883898;
4089,2413;-0,00687179;
4089,0002;-0,006891148;
4088,7591;-0,006911186;
4088,5179;-0,006910615;
4088,2768;-0,006906905;
4088,0357;-0,006912058;
4087,7946;-0,006914203;
4087,5535;-0,006906793;
4087,3124;-0,00689;
4087,0713;-0,006856672;
4086,8302;-0,006819518;
4086,5891;-0,006822045;
4086,3479;-0,006865476;
4086,1068;-0,006895865;
4085,8657;-0,006899529;
4085,6246;-0,006901552;
4085,3835;-0,006902694;
4085,1424;-0,006909934;
4084,9013;-0,006940177;
4084,6602;-0,006967545;
4084,4191;-0,006971067;
4084,1779;-0,006976817;
4083,9368;-0,006977977;
4083,6957;-0,006950277;
4083,4546;-0,006928484;
4083,2135;-0,006936151;
4082,9724;-0,006951307;
4082,7313;-0,006953003;
4082,4902;-0,006939374;
4082,2491;-0,006938831;
4082,0079;-0,006975546;
4081,7668;-0,007037577;
4081,5257;-0,007072475;
4081,2846;-0,007036543;
4081,0435;-0,006984399;
4080,8024;-0,006976672;
4080,5613;-0,006974697;
4080,3202;-0,006984315;
4080,0791;-0,007035933;
4079,8379;-0,007054024;
4079,5968;-0,007020081;
4079,3557;-0,007012628;
4079,1146;-0,007040443;
4078,8735;-0,007080276;
4078,6324;-0,007132856;
4078,3913;-0,007164972;
4078,1502;-0,007136562;
4077,9091;-0,007091847;
4077,6680;-0,007104282;
4077,4268;-0,007149199;
4077,1857;-0,007160305;
4076,9446;-0,007136119;
4076,7035;-0,007118587;
4076,4624;-0,007121473;
4076,2213;-0,007125728;
4075,9802;-0,007123226;
4075,7391;-0,007108838;
4075,4980;-0,007092415;
4075,2568;-0,007091293;
4075,0157;-0,007113758;
4074,7746;-0,007156409;
4074,5335;-0,007181173;
4074,2924;-0,007181321;
4074,0513;-0,007185886;
4073,8102;-0,007200084;
4073,5691;-0,007201031;
4073,3280;-0,007168335;
4073,0868;-0,007163496;
4072,8457;-0,007241465;
4072,6046;-0,007323291;
4072,3635;-0,007324944;
4072,1224;-0,0072669;
4071,8813;-0,007242144;
4071,6402;-0,007280184;
4071,3991;-0,007293295;
4071,1580;-0,007258321;
4070,9168;-0,007229003;
4070,6757;-0,007190524;
4070,4346;-0,00715237;
4070,1935;-0,00719481;
4069,9524;-0,007298957;
4069,7113;-0,007356321;
4069,4702;-0,007346927;
4069,2291;-0,007336538;
4068,9880;-0,007353538;
4068,7468;-0,007377898;
4068,5057;-0,007381028;
4068,2646;-0,007350528;
4068,0235;-0,007307716;
4067,7824;-0,00729879;
4067,5413;-0,007356981;
4067,3002;-0,007426083;
4067,0591;-0,007416376;
4066,8180;-0,007352569;
4066,5768;-0,007309444;
4066,3357;-0,007311003;
4066,0946;-0,007332673;
4065,8535;-0,007333117;
4065,6124;-0,00732234;
4065,3713;-0,007332334;
4065,1302;-0,007370442;
4064,8891;-0,00741742;
4064,6480;-0,00741627;
4064,4069;-0,007377142;
4064,1657;-0,007368558;
